,Job Title,min salary,max,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply
1782,Data Statistics Analyst PFK - Care Coordination,28000.00,52000.00,"Columbus, OH","Columbus, OH",10000+ employees,1892,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,-1
1783,Data Analyst Junior,28000.00,52000.00,"Columbus, OH","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
1784,Analyst: Data Analytics,28000.00,52000.00,"Hilliard, OH","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
1785,Information Security and Data Protection Analyst,28000.00,52000.00,"Columbus, OH","Reston, VA",501 to 1000 employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
1786,Technical Data Analyst,28000.00,52000.00,"Dublin, OH","Columbus, OH",1 to 50 employees,2008,Private Practice / Firm,IT Services,Information Technology,$1 to $5 million (USD),-1,-1
1787,"Data Scientist/Programmer, Sr. Analyst - Abbott Nutrition - Columbus, OH",28000.00,52000.00,"Columbus, OH","Abbott Park, IL",10000+ employees,1888,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),-1,-1
1788,Accounting Data Analyst / Implementation Specialist,46000.00,86000.00,"Columbus, OH","Old Bridge, NJ",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
1789,Information Security and Data Protection Analyst,46000.00,86000.00,"Columbus, OH",-1,-1,-1,-1,-1,-1,-1,-1,-1
1790,"Data Analyst III (Population Health , Pharmacy, SQL)",46000.00,86000.00,"Columbus, OH","Dayton, OH",51 to 200 employees,-1,Company - Private,-1,-1,$5 to $10 million (USD),-1,-1
1791,"Data Analyst III (Population Health , Pharmacy, SQL)",46000.00,86000.00,"Columbus, OH","Columbus, OH",1001 to 5000 employees,2004,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1
1792,Data Statistics Analyst PFK Care Coordination,46000.00,86000.00,"Columbus, OH","Columbus, OH",10000+ employees,1892,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,-1
1793,Software Engineer - Data Analyst,46000.00,86000.00,"Columbus, OH","New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1
1794,Sr Data Analyst,46000.00,86000.00,"Westerville, OH","Boston, MA",201 to 500 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),"Robert Half, Kforce",-1
1795,Analytic Consultant 4 - Data Analyst,50000.00,86000.00,"Charlotte, NC","San Francisco, CA",10000+ employees,1852,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,-1
1796,Operations Data Analyst,50000.00,86000.00,"Charlotte, NC","Charlotte, NC",1001 to 5000 employees,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,-1
1797,Data Business Analyst,50000.00,86000.00,"Charlotte, NC","Charlotte, NC",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
1798,Federal - Data Analyst,50000.00,86000.00,"Charlotte, NC","Dublin, Ireland",10000+ employees,1989,Company - Public,Consulting,Business Services,$10+ billion (USD),"Cognizant Technology Solutions, EY, McKinsey & Company",-1
1799,Data Analyst,50000.00,86000.00,"Charlotte, NC","Mumbai, India",10000+ employees,1968,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Accenture, IBM, Infosys",-1
1800,Marketing Data Analyst,50000.00,86000.00,"Mooresville, NC","Coral Gables, FL",1 to 50 employees,1981,Company - Private,Venture Capital & Private Equity,Finance,Unknown / Non-Applicable,-1,-1
1801,Data Analyst I (Strong Salesforce.com),50000.00,86000.00,"Charlotte, NC","Herndon, VA",51 to 200 employees,2004,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1,-1
1802,Data Analyst I,50000.00,86000.00,"Charlotte, NC","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1
1803,Data Analyst,50000.00,86000.00,"Charlotte, NC","Basking Ridge, NJ",10000+ employees,1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),"Kforce, Insight Global, Volt Consulting Group",-1
1804,Data Analyst,50000.00,86000.00,"Charlotte, NC","Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Capgemini, Slalom, Accenture",-1
1805,Data Analyst,50000.00,86000.00,"Charlotte, NC","Morristown, NJ",5001 to 10000 employees,1992,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),-1,-1
1806,Financial Data Analyst,50000.00,86000.00,"Charlotte, NC","Atlanta, GA",1001 to 5000 employees,-1,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
1807,Data Analyst,50000.00,86000.00,"Charlotte, NC","Bridgewater, NJ",201 to 500 employees,1980,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
1808,Data Analyst,50000.00,86000.00,"Charlotte, NC","Atlanta, GA",1001 to 5000 employees,-1,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
1809,Data Analyst,50000.00,86000.00,"Charlotte, NC","Red Bank, NJ",1001 to 5000 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Kforce, Mitchell Martin, Insight Global",-1
1810,Data Science Analyst,50000.00,86000.00,"Charlotte, NC","Fort Lauderdale, FL",1001 to 5000 employees,1997,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"ComforceHealth, TEKsystems, Allegis Group",-1
1811,Data Analyst,50000.00,86000.00,"Charlotte, NC","Princeton Junction, NJ",51 to 200 employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1,-1
1812,Data Analyst,50000.00,86000.00,"Charlotte, NC","New York, NY",10000+ employees,1968,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),"Cognizant Technology Solutions, Accenture, IBM",-1
1813,Business Data Analyst,50000.00,86000.00,"Charlotte, NC","Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",-1
1814,Data Analyst,50000.00,86000.00,"Charlotte, NC","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1
1815,Data Business Analyst,50000.00,86000.00,"Charlotte, NC","Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Capgemini, Slalom, Accenture",-1
1816,Data Analyst,50000.00,86000.00,"Charlotte, NC","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
1817,Data Analyst,50000.00,86000.00,"Charlotte, NC","Memphis, TN",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,-1
1818,Data Analyst,50000.00,86000.00,"Charlotte, NC","Schaumburg, IL",51 to 200 employees,-1,Company - Private,Accounting,Accounting & Legal,$1 to $5 million (USD),-1,-1
1819,Data Management Analyst,50000.00,86000.00,"Charlotte, NC","Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Capgemini, Slalom, Accenture",-1
1820,Financial Data Analyst - Full Time,50000.00,86000.00,"Charlotte, NC",-1,-1,-1,-1,-1,-1,-1,-1,-1
1821,Data analyst,50000.00,86000.00,"Charlotte, NC","Edison, NJ",51 to 200 employees,1997,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),-1,-1
1822,Data Analyst,50000.00,86000.00,"Charlotte, NC","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1
1823,Senior CX Data Analyst,50000.00,86000.00,"Charlotte, NC","Malvern, PA",10000+ employees,1975,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,"Charles Schwab, Fidelity Investments, Edward Jones",-1
1824,Data Engineer/Analyst,50000.00,86000.00,"Charlotte, NC","Brentwood, TN",501 to 1000 employees,2002,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD),-1,-1
1825,Federal - Data Analyst,54000.00,75000.00,"Charlotte, NC",-1,-1,-1,-1,-1,-1,-1,-1,-1
1826,Quality Data Analyst,54000.00,75000.00,"Charlotte, NC","Charlotte, NC",501 to 1000 employees,2005,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,-1
1827,Data Visualization Analyst,54000.00,75000.00,"Huntersville, NC","Huntersville, NC",1001 to 5000 employees,1935,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$5 to $10 billion (USD),"TireHub, National Tire Warehouse, Dealer Tire",-1
1828,Data Analyst,54000.00,75000.00,"Charlotte, NC","Tokyo, Japan",10000+ employees,1967,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Capgemini, Accenture, Deloitte",-1
1829,HR Data Analyst,54000.00,75000.00,"Charlotte, NC","Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"TEKsystems, Insight Global, Accenture",TRUE
1830,Data Analyst/Business Analyst,54000.00,75000.00,"Charlotte, NC","Fort Lauderdale, FL",1001 to 5000 employees,1997,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"ComforceHealth, TEKsystems, Allegis Group",-1
1831,Data Analyst,54000.00,75000.00,"Charlotte, NC","South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),"Artech Information Systems, Mindlance, Tech Mahindra",-1
1832,Data Analyst,54000.00,75000.00,"Fort Mill, SC","Fort Mill, SC",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,-1
1833,BI Data Analyst,54000.00,75000.00,"Fort Mill, SC","Cleveland, OH",1001 to 5000 employees,1956,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),-1,-1
1834,Data Analyst,54000.00,75000.00,"Charlotte, NC","Irvine, CA",1001 to 5000 employees,1996,Company - Public,Consulting,Business Services,$500 million to $1 billion (USD),"Deloitte, Huron Consulting Group, Point B",-1
1835,Enterprise Data Office Analyst IV,54000.00,75000.00,"Charlotte, NC","Charlotte, NC",10000+ employees,2019,Company - Public,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1,-1
1836,Data Analyst/ Python with Banking Experience,54000.00,75000.00,"Charlotte, NC","Benicia, CA",1 to 50 employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),-1,-1
1837,Data Analyst,54000.00,75000.00,"Indian Trail, NC","Indian Trail, NC",51 to 200 employees,1973,Company - Public,General Repair & Maintenance,"Construction, Repair & Maintenance",$10 to $25 million (USD),-1,-1
1838,Systems/Data Analyst,54000.00,75000.00,"Charlotte, NC","Atlanta, GA",1001 to 5000 employees,-1,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
1839,Data Analyst (Real Time Data Consultant Needed),54000.00,75000.00,"Charlotte, NC","Memphis, TN",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,-1
1840,Data Visualization Analyst,54000.00,75000.00,"Huntersville, NC","Charlotte, NC",1 to 50 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,-1
1841,57072 - Market data Analyst - 100 % remote,54000.00,75000.00,"Charlotte, NC","Plano, TX",501 to 1000 employees,2016,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
1842,Application Programmer V/ Database Developer/ Data Analyst,54000.00,75000.00,"Charlotte, NC","Montvale, NJ",501 to 1000 employees,1983,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),"TEKMARK Global Solutions, Marlabs, IBM",-1
1843,Data Analyst,54000.00,75000.00,"Charlotte, NC","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
1844,Data Analyst,54000.00,75000.00,"Charlotte, NC","Dallas, TX",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
1845,Data Standardization Analyst(s),54000.00,75000.00,"Charlotte, NC","London, United Kingdom",1001 to 5000 employees,1698,Company - Public,Stock Exchanges,Finance,$50 to $100 million (USD),"Intercontinental Exchange, Euronext, Nasdaq",-1
1846,DATA MGMT ANALYST,54000.00,75000.00,"Charlotte, NC","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1
1847,"Data Quality Analyst, Financial Services",54000.00,75000.00,"Charlotte, NC","Tokyo, Japan",10000+ employees,1967,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Capgemini, Accenture, Deloitte",-1
1848,Data Analyst II,54000.00,75000.00,"Charlotte, NC","Farmington Hills, MI",Unknown,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1,-1
1849,Data Governance Analyst,54000.00,75000.00,"Charlotte, NC","Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Capgemini, Slalom, Accenture",-1
1850,Data Integration Analyst,54000.00,75000.00,"Charlotte, NC","Charlotte, NC",501 to 1000 employees,-1,Company - Public,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,-1
1851,Data Analyst with Banking Domain,54000.00,75000.00,"Charlotte, NC","Ashburn, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
1852,Financial Data Analyst - Full Time,54000.00,75000.00,"Charlotte, NC","Arden, NC",1 to 50 employees,-1,Other Organization,-1,-1,Unknown / Non-Applicable,-1,-1
1853,Data Analyst - Metadata Analyst,53000.00,99000.00,"Fort Mill, SC","Basking Ridge, NJ",10000+ employees,1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),"Kforce, Insight Global, Volt Consulting Group",-1
1854,Business Data Analyst,53000.00,99000.00,"Huntersville, NC","Charlotte, NC",1 to 50 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,-1
1855,Data Analyst,53000.00,99000.00,"Charlotte, NC","Atlanta, GA",1001 to 5000 employees,-1,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
1856,Senior Business Analyst / Data Analyst,53000.00,99000.00,"Charlotte, NC","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1
1857,Data Visualization Analyst - N.,53000.00,99000.00,"Charlotte, NC","Brentwood, TN",501 to 1000 employees,2002,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD),-1,-1
1858,Application Programmer V/ Data Analyst,53000.00,99000.00,"Charlotte, NC","Montvale, NJ",501 to 1000 employees,1983,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),"TEKMARK Global Solutions, Marlabs, IBM",-1
1859,Trust Application Data Analyst,53000.00,99000.00,"Charlotte, NC","Cornelius, NC",1 to 50 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,-1
1860,Data Analyst,53000.00,99000.00,"Mooresville, NC",-1,-1,-1,-1,-1,-1,-1,-1,-1
1861,Data Analyst 127909,53000.00,99000.00,"Charlotte, NC","New York, NY",51 to 200 employees,1990,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,TRUE
1862,Item Data Maintenance Analyst,53000.00,99000.00,"Mooresville, NC","Mooresville, NC",10000+ employees,1946,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD),"The Home Depot, Amazon, Walmart",-1
1863,Marketing Data Analyst - Remote,53000.00,99000.00,"Charlotte, NC","Bethesda, MD",1 to 50 employees,1996,Company - Private,Architectural & Engineering Services,Business Services,$1 to $5 million (USD),-1,-1
1864,Technical Data Analyst,53000.00,99000.00,"Huntersville, NC","Huntersville, NC",1001 to 5000 employees,1935,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$5 to $10 billion (USD),"TireHub, National Tire Warehouse, Dealer Tire",-1
1865,Data Analyst,53000.00,99000.00,"Charlotte, NC",-1,-1,-1,-1,-1,-1,-1,-1,-1
1866,Data Analyst Junior,53000.00,99000.00,"Charlotte, NC","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
1867,Data Analyst,53000.00,99000.00,"Charlotte, NC","Charlotte, NC",1001 to 5000 employees,2006,Company - Private,Automotive Parts & Accessories Stores,Retail,$2 to $5 billion (USD),"Midas, Monro Auto Service and Tire Centers",-1
1868,Business + Data Analyst,53000.00,99000.00,"Charlotte, NC","Irving, TX",201 to 500 employees,2011,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1
